faa,name,lat,lon,,,,,,
GRI,Central Nebraska Regional Airport,40.9675,-98.3096,,''GRI''=''Central Nebraska Regional Airport'',,"""","GRI""= ""Central Nebraska Regional Airport ""","""GRI""= ""Central Nebraska Regional Airport """
GRK,Robert Gray Aaf,31.06725,-97.828917,,''GRK''=''Robert Gray Aaf'',,"""","GRK""= ""Robert Gray Aaf ""","""GRK""= ""Robert Gray Aaf """
GRM,Grand Marais Cook County Airport,47.8383333,-90.3829444,,''GRM''=''Grand Marais Cook County Airport'',,"""","GRM""= ""Grand Marais Cook County Airport ""","""GRM""= ""Grand Marais Cook County Airport """
GRR,Gerald R Ford Intl,42.880833,-85.522806,,''GRR''=''Gerald R Ford Intl'',,"""","GRR""= ""Gerald R Ford Intl ""","""GRR""= ""Gerald R Ford Intl """
GSB,Seymour Johnson Afb,35.339383,-77.960589,,''GSB''=''Seymour Johnson Afb'',,"""","GSB""= ""Seymour Johnson Afb ""","""GSB""= ""Seymour Johnson Afb """
GSO,Piedmont Triad,36.09775,-79.937306,,''GSO''=''Piedmont Triad'',,"""","GSO""= ""Piedmont Triad ""","""GSO""= ""Piedmont Triad """
GSP,Greenville-Spartanburg International,34.895556,-82.218889,,''GSP''=''Greenville-Spartanburg International'',,"""","GSP""= ""Greenville-Spartanburg International ""","""GSP""= ""Greenville-Spartanburg International """
GST,Gustavus Airport,58.4253,-135.707,,''GST''=''Gustavus Airport'',,"""","GST""= ""Gustavus Airport ""","""GST""= ""Gustavus Airport """
GTB,Wheeler Sack Aaf,44.055619,-75.719458,,''GTB''=''Wheeler Sack Aaf'',,"""","GTB""= ""Wheeler Sack Aaf ""","""GTB""= ""Wheeler Sack Aaf """
GTF,Great Falls Intl,47.482,-111.370689,,''GTF''=''Great Falls Intl'',,"""","GTF""= ""Great Falls Intl ""","""GTF""= ""Great Falls Intl """
GTR,Golden Triangle Regional Airport,33.450333,-88.591361,,''GTR''=''Golden Triangle Regional Airport'',,"""","GTR""= ""Golden Triangle Regional Airport ""","""GTR""= ""Golden Triangle Regional Airport """
GTU,Georgetown Municipal Airport,30.678809,-97.6793837,,''GTU''=''Georgetown Municipal Airport'',,"""","GTU""= ""Georgetown Municipal Airport ""","""GTU""= ""Georgetown Municipal Airport """
GUC,Gunnison - Crested Butte,38.533889,-106.933056,,''GUC''=''Gunnison - Crested Butte'',,"""","GUC""= ""Gunnison - Crested Butte ""","""GUC""= ""Gunnison - Crested Butte """
GUP,Gallup Muni,35.511058,-108.789308,,''GUP''=''Gallup Muni'',,"""","GUP""= ""Gallup Muni ""","""GUP""= ""Gallup Muni """
GUS,Grissom Arb,40.648094,-86.152119,,''GUS''=''Grissom Arb'',,"""","GUS""= ""Grissom Arb ""","""GUS""= ""Grissom Arb """
GVL,Lee Gilmer Memorial Airport,34.272627,-83.8302233,,''GVL''=''Lee Gilmer Memorial Airport'',,"""","GVL""= ""Lee Gilmer Memorial Airport ""","""GVL""= ""Lee Gilmer Memorial Airport """
GVQ,Genesee County Airport,43.03175,-78.1696667,,''GVQ''=''Genesee County Airport'',,"""","GVQ""= ""Genesee County Airport ""","""GVQ""= ""Genesee County Airport """
GVT,Majors,33.067839,-96.065333,,''GVT''=''Majors'',,"""","GVT""= ""Majors ""","""GVT""= ""Majors """
GWO,Greenwood Leflore,33.494328,-90.084706,,''GWO''=''Greenwood Leflore'',,"""","GWO""= ""Greenwood Leflore ""","""GWO""= ""Greenwood Leflore """
GYY,Gary Chicago International Airport,41.6163,-87.4128,,''GYY''=''Gary Chicago International Airport'',,"""","GYY""= ""Gary Chicago International Airport ""","""GYY""= ""Gary Chicago International Airport """
HBG,Hattiesburg Bobby L. Chain Municipal Airport,31.2649444,-89.2528889,,''HBG''=''Hattiesburg Bobby L. Chain Municipal Airport'',,"""","HBG""= ""Hattiesburg Bobby L. Chain Municipal Airport ""","""HBG""= ""Hattiesburg Bobby L. Chain Municipal Airport """
HBR,Hobart Muni,34.991308,-99.051353,,''HBR''=''Hobart Muni'',,"""","HBR""= ""Hobart Muni ""","""HBR""= ""Hobart Muni """
HCC,Columbia County,42.2913,-73.7103,,''HCC''=''Columbia County'',,"""","HCC""= ""Columbia County ""","""HCC""= ""Columbia County """
HCR,Holy Cross Airport,62.1883,-159.775,,''HCR''=''Holy Cross Airport'',,"""","HCR""= ""Holy Cross Airport ""","""HCR""= ""Holy Cross Airport """
HDH,Dillingham,21.579475,-158.197281,,''HDH''=''Dillingham'',,"""","HDH""= ""Dillingham ""","""HDH""= ""Dillingham """
HDI,Hardwick Field Airport,35.2199994,-84.832369,,''HDI''=''Hardwick Field Airport'',,"""","HDI""= ""Hardwick Field Airport ""","""HDI""= ""Hardwick Field Airport """
HDN,Yampa Valley,40.481181,-107.21766,,''HDN''=''Yampa Valley'',,"""","HDN""= ""Yampa Valley ""","""HDN""= ""Yampa Valley """
HDO,Hondo Municipal Airport,29.3591,-99.1775,,''HDO''=''Hondo Municipal Airport'',,"""","HDO""= ""Hondo Municipal Airport ""","""HDO""= ""Hondo Municipal Airport """
HFD,Hartford Brainard,41.736722,-72.649444,,''HFD''=''Hartford Brainard'',,"""","HFD""= ""Hartford Brainard ""","""HFD""= ""Hartford Brainard """
HGR,Hagerstown Regional Richard A Henson Field,39.7079,-77.7295,,''HGR''=''Hagerstown Regional Richard A Henson Field'',,"""","HGR""= ""Hagerstown Regional Richard A Henson Field ""","""HGR""= ""Hagerstown Regional Richard A Henson Field """
HHH,Hilton Head,32.216,-80.752,,''HHH''=''Hilton Head'',,"""","HHH""= ""Hilton Head ""","""HHH""= ""Hilton Head """
HHI,Wheeler Aaf,21.4835,-158.039667,,''HHI''=''Wheeler Aaf'',,"""","HHI""= ""Wheeler Aaf ""","""HHI""= ""Wheeler Aaf """
HHR,Jack Northrop Fld Hawthorne Muni,33.922839,-118.335186,,''HHR''=''Jack Northrop Fld Hawthorne Muni'',,"""","HHR""= ""Jack Northrop Fld Hawthorne Muni ""","""HHR""= ""Jack Northrop Fld Hawthorne Muni """
HIB,Chisholm Hibbing,47.3866,-92.838994,,''HIB''=''Chisholm Hibbing'',,"""","HIB""= ""Chisholm Hibbing ""","""HIB""= ""Chisholm Hibbing """
HIF,Hill Afb,41.123939,-111.973039,,''HIF''=''Hill Afb'',,"""","HIF""= ""Hill Afb ""","""HIF""= ""Hill Afb """
HII,Lake Havasu City Airport,34.5711111,-114.3582778,,''HII''=''Lake Havasu City Airport'',,"""","HII""= ""Lake Havasu City Airport ""","""HII""= ""Lake Havasu City Airport """
HIO,Portland Hillsboro,45.540394,-122.949825,,''HIO''=''Portland Hillsboro'',,"""","HIO""= ""Portland Hillsboro ""","""HIO""= ""Portland Hillsboro """
HKB,Healy River Airport,63.8675,-148.968889,,''HKB''=''Healy River Airport'',,"""","HKB""= ""Healy River Airport ""","""HKB""= ""Healy River Airport """
HKY,Hickory Rgnl,35.741147,-81.38955,,''HKY''=''Hickory Rgnl'',,"""","HKY""= ""Hickory Rgnl ""","""HKY""= ""Hickory Rgnl """
HLG,Wheeling Ohio County Airport,40.175,-80.6463,,''HLG''=''Wheeling Ohio County Airport'',,"""","HLG""= ""Wheeling Ohio County Airport ""","""HLG""= ""Wheeling Ohio County Airport """
HLN,Helena Rgnl,46.606806,-111.98275,,''HLN''=''Helena Rgnl'',,"""","HLN""= ""Helena Rgnl ""","""HLN""= ""Helena Rgnl """
HLR,Hood Aaf,31.138731,-97.714469,,''HLR''=''Hood Aaf'',,"""","HLR""= ""Hood Aaf ""","""HLR""= ""Hood Aaf """
HMN,Holloman Afb,32.852519,-106.106525,,''HMN''=''Holloman Afb'',,"""","HMN""= ""Holloman Afb ""","""HMN""= ""Holloman Afb """
HNH,Hoonah Airport,58.096111,-135.409722,,''HNH''=''Hoonah Airport'',,"""","HNH""= ""Hoonah Airport ""","""HNH""= ""Hoonah Airport """
HNL,Honolulu Intl,21.318681,-157.922428,,''HNL''=''Honolulu Intl'',,"""","HNL""= ""Honolulu Intl ""","""HNL""= ""Honolulu Intl """
HNM,Hana,20.795636,-156.014439,,''HNM''=''Hana'',,"""","HNM""= ""Hana ""","""HNM""= ""Hana """
HNS,Haines Airport,59.2438,-135.524,,''HNS''=''Haines Airport'',,"""","HNS""= ""Haines Airport ""","""HNS""= ""Haines Airport """
HOB,Lea Co Rgnl,32.687528,-103.217028,,''HOB''=''Lea Co Rgnl'',,"""","HOB""= ""Lea Co Rgnl ""","""HOB""= ""Lea Co Rgnl """
HOM,Homer,59.645556,-151.476583,,''HOM''=''Homer'',,"""","HOM""= ""Homer ""","""HOM""= ""Homer """
HON,Huron Rgnl,44.3852,-98.228542,,''HON''=''Huron Rgnl'',,"""","HON""= ""Huron Rgnl ""","""HON""= ""Huron Rgnl """
HOP,Campbell Aaf,36.668567,-87.496183,,''HOP''=''Campbell Aaf'',,"""","HOP""= ""Campbell Aaf ""","""HOP""= ""Campbell Aaf """
HOT,Memorial Field,34.478,-93.0962,,''HOT''=''Memorial Field'',,"""","HOT""= ""Memorial Field ""","""HOT""= ""Memorial Field """
HOU,William P Hobby,29.645419,-95.278889,,''HOU''=''William P Hobby'',,"""","HOU""= ""William P Hobby ""","""HOU""= ""William P Hobby """
HPB,Hooper Bay Airport,61.5239,-166.147,,''HPB''=''Hooper Bay Airport'',,"""","HPB""= ""Hooper Bay Airport ""","""HPB""= ""Hooper Bay Airport """
HPN,Westchester Co,41.066959,-73.707575,,''HPN''=''Westchester Co'',,"""","HPN""= ""Westchester Co ""","""HPN""= ""Westchester Co """
HQM,Bowerman Field,46.9711944,-123.9365556,,''HQM''=''Bowerman Field'',,"""","HQM""= ""Bowerman Field ""","""HQM""= ""Bowerman Field """
HQU,McDuffie County Airport,33.5297315,-82.5169509,,''HQU''=''McDuffie County Airport'',,"""","HQU""= ""McDuffie County Airport ""","""HQU""= ""McDuffie County Airport """
HRL,Valley Intl,26.2285,-97.654389,,''HRL''=''Valley Intl'',,"""","HRL""= ""Valley Intl ""","""HRL""= ""Valley Intl """
HRO,Boone Co,36.261519,-93.154728,,''HRO''=''Boone Co'',,"""","HRO""= ""Boone Co ""","""HRO""= ""Boone Co """
HRT,Hurlburt Fld,30.427803,-86.689278,,''HRT''=''Hurlburt Fld'',,"""","HRT""= ""Hurlburt Fld ""","""HRT""= ""Hurlburt Fld """
HSH,Henderson Executive Airport,35.972778,-115.134444,,''HSH''=''Henderson Executive Airport'',,"""","HSH""= ""Henderson Executive Airport ""","""HSH""= ""Henderson Executive Airport """
HSL,Huslia Airport,65.697778,-156.351389,,''HSL''=''Huslia Airport'',,"""","HSL""= ""Huslia Airport ""","""HSL""= ""Huslia Airport """
HST,Homestead Arb,25.48855,-80.383567,,''HST''=''Homestead Arb'',,"""","HST""= ""Homestead Arb ""","""HST""= ""Homestead Arb """
HSV,Huntsville International Airport-Carl T Jones Field,34.6371944,-86.7750556,,''HSV''=''Huntsville International Airport-Carl T Jones Field'',,"""","HSV""= ""Huntsville International Airport-Carl T Jones Field ""","""HSV""= ""Huntsville International Airport-Carl T Jones Field """
HTL,Roscommon Co,44.359806,-84.671112,,''HTL''=''Roscommon Co'',,"""","HTL""= ""Roscommon Co ""","""HTL""= ""Roscommon Co """
HTS,Tri State Milton J Ferguson Field,38.3667,-82.558,,''HTS''=''Tri State Milton J Ferguson Field'',,"""","HTS""= ""Tri State Milton J Ferguson Field ""","""HTS""= ""Tri State Milton J Ferguson Field """
HUA,Redstone Aaf,34.678653,-86.684781,,''HUA''=''Redstone Aaf'',,"""","HUA""= ""Redstone Aaf ""","""HUA""= ""Redstone Aaf """
HUF,Terre Haute Intl Hulman Fld,39.451464,-87.307561,,''HUF''=''Terre Haute Intl Hulman Fld'',,"""","HUF""= ""Terre Haute Intl Hulman Fld ""","""HUF""= ""Terre Haute Intl Hulman Fld """
HUL,Houlton Intl,46.123083,-67.792056,,''HUL''=''Houlton Intl'',,"""","HUL""= ""Houlton Intl ""","""HUL""= ""Houlton Intl """
HUS,Hughes Airport,66.039167,-154.264722,,''HUS''=''Hughes Airport'',,"""","HUS""= ""Hughes Airport ""","""HUS""= ""Hughes Airport """
HUT,Hutchinson Municipal Airport,38.0655,-97.8606,,''HUT''=''Hutchinson Municipal Airport'',,"""","HUT""= ""Hutchinson Municipal Airport ""","""HUT""= ""Hutchinson Municipal Airport """
HVN,Tweed-New Haven Airport,41.26375,-72.886806,,''HVN''=''Tweed-New Haven Airport'',,"""","HVN""= ""Tweed-New Haven Airport ""","""HVN""= ""Tweed-New Haven Airport """
HVR,Havre City Co,48.542983,-109.762342,,''HVR''=''Havre City Co'',,"""","HVR""= ""Havre City Co ""","""HVR""= ""Havre City Co """
HWD,Hayward Executive Airport,37.65888889,-122.1216667,,''HWD''=''Hayward Executive Airport'',,"""","HWD""= ""Hayward Executive Airport ""","""HWD""= ""Hayward Executive Airport """
HWO,North Perry,26.001222,-80.240722,,''HWO''=''North Perry'',,"""","HWO""= ""North Perry ""","""HWO""= ""North Perry """
HXD,Hilton Head Airport,32.2243611,-80.6974722,,''HXD''=''Hilton Head Airport'',,"""","HXD""= ""Hilton Head Airport ""","""HXD""= ""Hilton Head Airport """
HYA,Barnstable Muni Boardman Polando Fld,41.669336,-70.280356,,''HYA''=''Barnstable Muni Boardman Polando Fld'',,"""","HYA""= ""Barnstable Muni Boardman Polando Fld ""","""HYA""= ""Barnstable Muni Boardman Polando Fld """
HYG,Hydaburg Seaplane Base,55.206389,-132.828333,,''HYG''=''Hydaburg Seaplane Base'',,"""","HYG""= ""Hydaburg Seaplane Base ""","""HYG""= ""Hydaburg Seaplane Base """
HYL,Hollis Seaplane Base,55.481667,-132.646111,,''HYL''=''Hollis Seaplane Base'',,"""","HYL""= ""Hollis Seaplane Base ""","""HYL""= ""Hollis Seaplane Base """
HYS,Hays Regional Airport,38.8422,-99.2732,,''HYS''=''Hays Regional Airport'',,"""","HYS""= ""Hays Regional Airport ""","""HYS""= ""Hays Regional Airport """
HZL,Hazleton Municipal,40.989167,-76.0025,,''HZL''=''Hazleton Municipal'',,"""","HZL""= ""Hazleton Municipal ""","""HZL""= ""Hazleton Municipal """
IAB,Mc Connell Afb,37.621853,-97.268192,,''IAB''=''Mc Connell Afb'',,"""","IAB""= ""Mc Connell Afb ""","""IAB""= ""Mc Connell Afb """
IAD,Washington Dulles Intl,38.944533,-77.455811,,''IAD''=''Washington Dulles Intl'',,"""","IAD""= ""Washington Dulles Intl ""","""IAD""= ""Washington Dulles Intl """
IAG,Niagara Falls Intl,43.107333,-78.946194,,''IAG''=''Niagara Falls Intl'',,"""","IAG""= ""Niagara Falls Intl ""","""IAG""= ""Niagara Falls Intl """
IAH,George Bush Intercontinental,29.984433,-95.341442,,''IAH''=''George Bush Intercontinental'',,"""","IAH""= ""George Bush Intercontinental ""","""IAH""= ""George Bush Intercontinental """
IAN,Bob Baker Memorial Airport,66.975833,-160.436667,,''IAN''=''Bob Baker Memorial Airport'',,"""","IAN""= ""Bob Baker Memorial Airport ""","""IAN""= ""Bob Baker Memorial Airport """
ICT,Wichita Mid Continent,37.649944,-97.433056,,''ICT''=''Wichita Mid Continent'',,"""","ICT""= ""Wichita Mid Continent ""","""ICT""= ""Wichita Mid Continent """
ICY,Icy Bay Airport,59.968889,-141.661667,,''ICY''=''Icy Bay Airport'',,"""","ICY""= ""Icy Bay Airport ""","""ICY""= ""Icy Bay Airport """
IDA,Idaho Falls Rgnl,43.514556,-112.07075,,''IDA''=''Idaho Falls Rgnl'',,"""","IDA""= ""Idaho Falls Rgnl ""","""IDA""= ""Idaho Falls Rgnl """
IDL,Idlewild Intl,40.639751,-73.778924,,''IDL''=''Idlewild Intl'',,"""","IDL""= ""Idlewild Intl ""","""IDL""= ""Idlewild Intl """
IFP,Laughlin-Bullhead Intl,35.1574,-114.56,,''IFP''=''Laughlin-Bullhead Intl'',,"""","IFP""= ""Laughlin-Bullhead Intl ""","""IFP""= ""Laughlin-Bullhead Intl """
IGG,Igiugig Airport,59.324,-155.902,,''IGG''=''Igiugig Airport'',,"""","IGG""= ""Igiugig Airport ""","""IGG""= ""Igiugig Airport """
IGM,Kingman Airport,35.2595,-113.938,,''IGM''=''Kingman Airport'',,"""","IGM""= ""Kingman Airport ""","""IGM""= ""Kingman Airport """
IGQ,Lansing Municipal,41.5349167,-87.5295278,,''IGQ''=''Lansing Municipal'',,"""","IGQ""= ""Lansing Municipal ""","""IGQ""= ""Lansing Municipal """
IJD,Windham Airport,41.7440278,-72.1802222,,''IJD''=''Windham Airport'',,"""","IJD""= ""Windham Airport ""","""IJD""= ""Windham Airport """
IKK,Greater Kankakee,41.071389,-87.846278,,''IKK''=''Greater Kankakee'',,"""","IKK""= ""Greater Kankakee ""","""IKK""= ""Greater Kankakee """
IKO,Nikolski Air Station,52.941667,-168.848889,,''IKO''=''Nikolski Air Station'',,"""","IKO""= ""Nikolski Air Station ""","""IKO""= ""Nikolski Air Station """
IKR,Kirtland Air Force Base,35.040222,-106.609194,,''IKR''=''Kirtland Air Force Base'',,"""","IKR""= ""Kirtland Air Force Base ""","""IKR""= ""Kirtland Air Force Base """
IKV,Ankeny Regl Airport,41.691389,-93.566389,,''IKV''=''Ankeny Regl Airport'',,"""","IKV""= ""Ankeny Regl Airport ""","""IKV""= ""Ankeny Regl Airport """
ILG,New Castle,39.678722,-75.606528,,''ILG''=''New Castle'',,"""","ILG""= ""New Castle ""","""ILG""= ""New Castle """
ILI,Iliamna,59.754356,-154.910961,,''ILI''=''Iliamna'',,"""","ILI""= ""Iliamna ""","""ILI""= ""Iliamna """
ILM,Wilmington Intl,34.270615,-77.902569,,''ILM''=''Wilmington Intl'',,"""","ILM""= ""Wilmington Intl ""","""ILM""= ""Wilmington Intl """
ILN,Wilmington Airborne Airpark,39.42792,-83.792118,,''ILN''=''Wilmington Airborne Airpark'',,"""","ILN""= ""Wilmington Airborne Airpark ""","""ILN""= ""Wilmington Airborne Airpark """
IMM,Immokalee,26.433889,-81.401389,,''IMM''=''Immokalee'',,"""","IMM""= ""Immokalee ""","""IMM""= ""Immokalee """
IMT,Ford Airport,45.8183611,-88.1145556,,''IMT''=''Ford Airport'',,"""","IMT""= ""Ford Airport ""","""IMT""= ""Ford Airport """
IND,Indianapolis Intl,39.717331,-86.294383,,''IND''=''Indianapolis Intl'',,"""","IND""= ""Indianapolis Intl ""","""IND""= ""Indianapolis Intl """
INJ,Hillsboro Muni,32.083486,-97.097228,,''INJ''=''Hillsboro Muni'',,"""","INJ""= ""Hillsboro Muni ""","""INJ""= ""Hillsboro Muni """
INK,Winkler Co,31.779628,-103.201361,,''INK''=''Winkler Co'',,"""","INK""= ""Winkler Co ""","""INK""= ""Winkler Co """
INL,Falls Intl,48.566186,-93.403067,,''INL''=''Falls Intl'',,"""","INL""= ""Falls Intl ""","""INL""= ""Falls Intl """
INS,Creech Afb,36.587183,-115.673353,,''INS''=''Creech Afb'',,"""","INS""= ""Creech Afb ""","""INS""= ""Creech Afb """
INT,Smith Reynolds,36.133722,-80.222,,''INT''=''Smith Reynolds'',,"""","INT""= ""Smith Reynolds ""","""INT""= ""Smith Reynolds """
INW,Winslow-Lindbergh Regional Airport,35.0219167,-110.7225278,,''INW''=''Winslow-Lindbergh Regional Airport'',,"""","INW""= ""Winslow-Lindbergh Regional Airport ""","""INW""= ""Winslow-Lindbergh Regional Airport """
IOW,Iowa City Municipal Airport,41.639244,-91.546503,,''IOW''=''Iowa City Municipal Airport'',,"""","IOW""= ""Iowa City Municipal Airport ""","""IOW""= ""Iowa City Municipal Airport """
IPL,Imperial Co,32.834219,-115.578744,,''IPL''=''Imperial Co'',,"""","IPL""= ""Imperial Co ""","""IPL""= ""Imperial Co """
IPT,Williamsport Rgnl,41.241836,-76.921094,,''IPT''=''Williamsport Rgnl'',,"""","IPT""= ""Williamsport Rgnl ""","""IPT""= ""Williamsport Rgnl """
IRC,Circle City Airport,65.827778,-144.076111,,''IRC''=''Circle City Airport'',,"""","IRC""= ""Circle City Airport ""","""IRC""= ""Circle City Airport """
IRK,Kirksville Regional Airport,40.0935,-92.5449,,''IRK''=''Kirksville Regional Airport'',,"""","IRK""= ""Kirksville Regional Airport ""","""IRK""= ""Kirksville Regional Airport """
ISM,Kissimmee Gateway Airport,28.289806,-81.437083,,''ISM''=''Kissimmee Gateway Airport'',,"""","ISM""= ""Kissimmee Gateway Airport ""","""ISM""= ""Kissimmee Gateway Airport """
ISN,Sloulin Fld Intl,48.177939,-103.642347,,''ISN''=''Sloulin Fld Intl'',,"""","ISN""= ""Sloulin Fld Intl ""","""ISN""= ""Sloulin Fld Intl """
ISO,Kinston Regional Jetport,35.331389,-77.608889,,''ISO''=''Kinston Regional Jetport'',,"""","ISO""= ""Kinston Regional Jetport ""","""ISO""= ""Kinston Regional Jetport """
ISP,Long Island Mac Arthur,40.79525,-73.100222,,''ISP''=''Long Island Mac Arthur'',,"""","ISP""= ""Long Island Mac Arthur ""","""ISP""= ""Long Island Mac Arthur """
ISW,Alexander Field South Wood County Airport,44.3606456,-89.8381412,,''ISW''=''Alexander Field South Wood County Airport'',,"""","ISW""= ""Alexander Field South Wood County Airport ""","""ISW""= ""Alexander Field South Wood County Airport """
ITH,Ithaca Tompkins Rgnl,42.491028,-76.458444,,''ITH''=''Ithaca Tompkins Rgnl'',,"""","ITH""= ""Ithaca Tompkins Rgnl ""","""ITH""= ""Ithaca Tompkins Rgnl """
ITO,Hilo Intl,19.721375,-155.048469,,''ITO''=''Hilo Intl'',,"""","ITO""= ""Hilo Intl ""","""ITO""= ""Hilo Intl """
IWD,Gogebic Iron County Airport,46.5274747,-90.1313967,,''IWD''=''Gogebic Iron County Airport'',,"""","IWD""= ""Gogebic Iron County Airport ""","""IWD""= ""Gogebic Iron County Airport """
IWS,West Houston,29.818194,-95.672611,,''IWS''=''West Houston'',,"""","IWS""= ""West Houston ""","""IWS""= ""West Houston """
IYK,Inyokern Airport,35.658889,-117.829444,,''IYK''=''Inyokern Airport'',,"""","IYK""= ""Inyokern Airport ""","""IYK""= ""Inyokern Airport """
JAC,Jackson Hole Airport,43.60733333,-110.73775,,''JAC''=''Jackson Hole Airport'',,"""","JAC""= ""Jackson Hole Airport ""","""JAC""= ""Jackson Hole Airport """
JAN,Jackson Evers Intl,32.311167,-90.075889,,''JAN''=''Jackson Evers Intl'',,"""","JAN""= ""Jackson Evers Intl ""","""JAN""= ""Jackson Evers Intl """
JAX,Jacksonville Intl,30.494056,-81.687861,,''JAX''=''Jacksonville Intl'',,"""","JAX""= ""Jacksonville Intl ""","""JAX""= ""Jacksonville Intl """
JBR,Jonesboro Muni,35.831708,-90.646417,,''JBR''=''Jonesboro Muni'',,"""","JBR""= ""Jonesboro Muni ""","""JBR""= ""Jonesboro Muni """
JCI,New Century AirCenter Airport,38.8309167,-94.8903056,,''JCI''=''New Century AirCenter Airport'',,"""","JCI""= ""New Century AirCenter Airport ""","""JCI""= ""New Century AirCenter Airport """
JEF,Jefferson City Memorial Airport,38.5912,-92.1561,,''JEF''=''Jefferson City Memorial Airport'',,"""","JEF""= ""Jefferson City Memorial Airport ""","""JEF""= ""Jefferson City Memorial Airport """
JES,Jesup-Wayne County Airport,31.553889,-81.8825,,''JES''=''Jesup-Wayne County Airport'',,"""","JES""= ""Jesup-Wayne County Airport ""","""JES""= ""Jesup-Wayne County Airport """
JFK,John F Kennedy Intl,40.639751,-73.778925,,''JFK''=''John F Kennedy Intl'',,"""","JFK""= ""John F Kennedy Intl ""","""JFK""= ""John F Kennedy Intl """
JGC,Grand Canyon Heliport,35.96666666,-112.1333333,,''JGC''=''Grand Canyon Heliport'',,"""","JGC""= ""Grand Canyon Heliport ""","""JGC""= ""Grand Canyon Heliport """
